country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,37.69409,38.08624,299.2,0.51,0.66,2024-10-06,16,N,VIIRS,n,2.0NRT,287.63,0.51,N
TUR,37.69485,38.08654,299.49,0.51,0.66,2024-10-06,16,N,VIIRS,n,2.0NRT,287.59,0.85,N
TUR,37.7957,38.37299,317.49,0.53,0.67,2024-10-06,16,N,VIIRS,n,2.0NRT,283.8,2.07,N
TUR,37.82244,38.5468,304.72,0.54,0.68,2024-10-06,16,N,VIIRS,n,2.0NRT,288.25,0.94,N
TUR,37.83421,40.43363,298.57,0.67,0.73,2024-10-06,16,N,VIIRS,n,2.0NRT,281.92,1.11,N
TUR,37.92904,41.02959,297.3,0.71,0.75,2024-10-06,16,N,VIIRS,n,2.0NRT,283.21,0.83,N
TUR,38.04069,41.06145,300.04,0.71,0.75,2024-10-06,16,N,VIIRS,n,2.0NRT,282.22,0.72,N
TUR,38.05902,40.43876,296.09,0.66,0.73,2024-10-06,16,N,VIIRS,n,2.0NRT,283.2,1.29,N
TUR,38.17117,40.93796,298.01,0.69,0.74,2024-10-06,16,N,VIIRS,n,2.0NRT,284.05,0.91,N
TUR,38.17296,40.93306,295.7,0.69,0.74,2024-10-06,16,N,VIIRS,n,2.0NRT,284.53,1.28,N
TUR,38.21764,40.38691,295.39,0.65,0.73,2024-10-06,16,N,VIIRS,n,2.0NRT,283.67,0.48,N
TUR,38.45197,38.72854,297.69,0.53,0.67,2024-10-06,16,N,VIIRS,n,2.0NRT,285.25,1.0,N
TUR,39.38925,35.57047,296.68,0.35,0.56,2024-10-06,16,N,VIIRS,n,2.0NRT,283.62,0.4,N
TUR,39.74596,30.19877,296.29,0.56,0.43,2024-10-06,16,N,VIIRS,n,2.0NRT,284.81,0.88,N
TUR,40.08329,32.79928,297.19,0.48,0.48,2024-10-06,16,N,VIIRS,n,2.0NRT,283.48,0.74,N
TUR,40.21715,28.44893,340.02,0.46,0.39,2024-10-06,16,N,VIIRS,n,2.0NRT,281.73,6.29,N
TUR,40.75613,31.7833,303.83,0.42,0.45,2024-10-06,16,N,VIIRS,n,2.0NRT,285.31,0.93,N
TUR,40.7574,29.7625,302.93,0.51,0.41,2024-10-06,16,N,VIIRS,n,2.0NRT,291.67,1.47,N
TUR,40.78254,29.60011,301.4,0.5,0.41,2024-10-06,16,N,VIIRS,n,2.0NRT,289.74,1.54,N
TUR,40.94472,31.39551,299.09,0.4,0.44,2024-10-06,16,N,VIIRS,n,2.0NRT,286.49,0.68,N
