country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,36.65219,35.53321,336.51,0.53,0.67,2024-10-03,939,N20,VIIRS,n,2.0NRT,298.35,6.79,D
TUR,36.70966,38.78281,340.8,0.35,0.57,2024-10-03,939,N20,VIIRS,n,2.0NRT,305.33,1.3,D
TUR,36.71062,38.78261,343.75,0.35,0.57,2024-10-03,939,N20,VIIRS,n,2.0NRT,304.02,2.48,D
TUR,36.92027,35.26958,347.03,0.54,0.68,2024-10-03,939,N20,VIIRS,n,2.0NRT,302.09,4.88,D
TUR,36.926,35.56588,348.06,0.52,0.67,2024-10-03,939,N20,VIIRS,n,2.0NRT,298.94,5.67,D
TUR,36.96397,37.90712,338.05,0.39,0.59,2024-10-03,939,N20,VIIRS,n,2.0NRT,305.69,2.59,D
TUR,37.05267,35.52461,330.93,0.52,0.67,2024-10-03,939,N20,VIIRS,l,2.0NRT,303.7,2.48,D
TUR,37.09038,39.67562,341.2,0.62,0.54,2024-10-03,939,N20,VIIRS,n,2.0NRT,305.21,12.37,D
TUR,37.13885,41.7706,334.77,0.48,0.48,2024-10-03,939,N20,VIIRS,l,2.0NRT,309.51,4.37,D
TUR,37.18749,41.74036,336.11,0.48,0.48,2024-10-03,939,N20,VIIRS,l,2.0NRT,310.02,3.07,D
TUR,37.18802,41.74261,337.48,0.48,0.48,2024-10-03,939,N20,VIIRS,l,2.0NRT,309.68,3.46,D
TUR,37.20915,41.77544,339.02,0.48,0.48,2024-10-03,939,N20,VIIRS,l,2.0NRT,309.3,4.87,D
TUR,37.21005,41.77841,347.02,0.48,0.48,2024-10-03,939,N20,VIIRS,n,2.0NRT,309.42,4.77,D
TUR,37.21033,41.78078,344.24,0.48,0.48,2024-10-03,939,N20,VIIRS,n,2.0NRT,308.72,4.87,D
TUR,37.21126,41.78373,337.52,0.48,0.48,2024-10-03,939,N20,VIIRS,l,2.0NRT,307.99,4.77,D
TUR,37.21151,41.78611,333.49,0.48,0.48,2024-10-03,939,N20,VIIRS,n,2.0NRT,306.93,2.63,D
TUR,37.21312,41.77162,343.74,0.48,0.48,2024-10-03,939,N20,VIIRS,n,2.0NRT,311.11,6.23,D
TUR,37.21677,41.78762,355.87,0.48,0.48,2024-10-03,939,N20,VIIRS,n,2.0NRT,310.65,36.48,D
TUR,37.21798,41.79296,352.37,0.48,0.48,2024-10-03,939,N20,VIIRS,n,2.0NRT,314.43,36.48,D
TUR,37.22105,41.78619,343.11,0.48,0.48,2024-10-03,939,N20,VIIRS,n,2.0NRT,308.84,36.48,D
TUR,37.22227,41.79158,367.0,0.48,0.48,2024-10-03,939,N20,VIIRS,l,2.0NRT,325.38,36.48,D
TUR,37.22349,41.79694,341.88,0.48,0.48,2024-10-03,939,N20,VIIRS,n,2.0NRT,304.16,56.63,D
TUR,37.23822,39.95018,345.93,0.6,0.53,2024-10-03,939,N20,VIIRS,n,2.0NRT,308.2,7.75,D
TUR,37.26386,39.04814,367.0,0.33,0.55,2024-10-03,939,N20,VIIRS,h,2.0NRT,312.77,20.2,D
TUR,37.28704,37.01931,332.09,0.42,0.61,2024-10-03,939,N20,VIIRS,l,2.0NRT,305.48,1.34,D
