country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,38.45564,38.72377,297.3,0.79,0.78,2024-10-04,30,N21,VIIRS,n,2.0NRT,283.81,2.41,N
TUR,40.76294,29.53064,330.18,0.47,0.48,2024-10-04,30,N21,VIIRS,n,2.0NRT,291.31,5.64,N
TUR,41.0207,28.55591,311.81,0.42,0.45,2024-10-04,30,N21,VIIRS,n,2.0NRT,289.74,1.51,N
TUR,41.24054,36.46345,308.7,0.5,0.66,2024-10-04,30,N21,VIIRS,n,2.0NRT,287.03,2.04,N
TUR,41.24385,36.46381,304.63,0.5,0.66,2024-10-04,30,N21,VIIRS,n,2.0NRT,287.76,2.03,N
TUR,41.25238,31.40984,300.54,0.57,0.52,2024-10-04,30,N21,VIIRS,n,2.0NRT,286.29,0.8,N
TUR,41.25688,31.41197,312.39,0.57,0.52,2024-10-04,30,N21,VIIRS,n,2.0NRT,286.59,1.78,N
TUR,41.26432,31.42247,303.63,0.57,0.52,2024-10-04,30,N21,VIIRS,n,2.0NRT,289.11,2.53,N
TUR,41.26659,31.42231,304.91,0.57,0.52,2024-10-04,30,N21,VIIRS,n,2.0NRT,289.23,2.35,N
TUR,41.29445,27.98087,312.62,0.39,0.44,2024-10-04,30,N21,VIIRS,n,2.0NRT,286.11,2.62,N
TUR,41.29543,27.97639,327.64,0.39,0.44,2024-10-04,30,N21,VIIRS,n,2.0NRT,286.9,3.33,N
TUR,41.7979,26.70042,300.77,0.5,0.41,2024-10-04,30,N21,VIIRS,n,2.0NRT,286.2,0.95,N
TUR,36.7314,36.2121,304.26,0.66,0.73,2024-10-04,33,N21,VIIRS,n,2.0NRT,292.61,2.07,N
TUR,37.01278,36.10263,300.5,0.64,0.72,2024-10-04,33,N21,VIIRS,n,2.0NRT,288.49,1.46,N
TUR,37.01902,36.10556,302.64,0.64,0.72,2024-10-04,33,N21,VIIRS,n,2.0NRT,287.82,1.46,N
TUR,37.29126,37.15622,298.65,0.72,0.75,2024-10-04,33,N21,VIIRS,n,2.0NRT,287.52,1.8,N
TUR,37.35247,37.16269,299.5,0.71,0.75,2024-10-04,33,N21,VIIRS,n,2.0NRT,286.7,2.13,N
TUR,38.42468,27.21661,311.34,0.41,0.45,2024-10-04,33,N21,VIIRS,n,2.0NRT,288.5,1.63,N
TUR,38.45298,27.26376,300.06,0.41,0.45,2024-10-04,33,N21,VIIRS,n,2.0NRT,288.55,0.91,N
TUR,38.65954,30.61669,303.57,0.6,0.53,2024-10-04,33,N21,VIIRS,n,2.0NRT,282.08,1.7,N
TUR,38.66032,30.61652,296.68,0.6,0.53,2024-10-04,33,N21,VIIRS,n,2.0NRT,280.65,2.44,N
TUR,38.73115,26.93241,297.76,0.39,0.44,2024-10-04,33,N21,VIIRS,n,2.0NRT,286.97,0.36,N
TUR,38.73704,26.94392,321.16,0.39,0.44,2024-10-04,33,N21,VIIRS,n,2.0NRT,293.22,3.08,N
TUR,38.73986,26.9309,323.3,0.39,0.44,2024-10-04,33,N21,VIIRS,n,2.0NRT,290.75,3.1,N
TUR,38.73999,26.94967,301.06,0.39,0.44,2024-10-04,33,N21,VIIRS,n,2.0NRT,289.92,0.95,N
TUR,38.74388,26.95108,299.48,0.39,0.44,2024-10-04,33,N21,VIIRS,n,2.0NRT,288.37,0.95,N
TUR,38.74483,26.94666,308.65,0.39,0.44,2024-10-04,33,N21,VIIRS,n,2.0NRT,288.72,0.95,N
TUR,39.09304,27.50981,306.06,0.41,0.45,2024-10-04,33,N21,VIIRS,n,2.0NRT,287.94,1.4,N
TUR,39.10904,27.59363,297.63,0.41,0.45,2024-10-04,33,N21,VIIRS,n,2.0NRT,287.49,0.62,N
TUR,39.11368,27.51335,298.73,0.41,0.45,2024-10-04,33,N21,VIIRS,n,2.0NRT,288.27,0.88,N
TUR,39.16846,27.63413,301.24,0.41,0.45,2024-10-04,33,N21,VIIRS,n,2.0NRT,287.31,0.85,N
TUR,39.48553,30.0433,304.64,0.54,0.5,2024-10-04,33,N21,VIIRS,n,2.0NRT,282.4,1.55,N
TUR,39.83742,30.30316,296.51,0.54,0.51,2024-10-04,33,N21,VIIRS,n,2.0NRT,282.97,0.94,N
TUR,39.86623,26.24479,301.04,0.52,0.41,2024-10-04,33,N21,VIIRS,n,2.0NRT,288.25,0.89,N
TUR,39.86628,26.24531,301.49,0.52,0.41,2024-10-04,33,N21,VIIRS,n,2.0NRT,288.0,1.33,N
