country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,37.0051,40.39933,345.5,0.5,0.66,2024-10-12,922,N21,VIIRS,n,2.0NRT,300.32,10.21,D
TUR,37.0084,40.3987,351.45,0.5,0.66,2024-10-12,922,N21,VIIRS,n,2.0NRT,302.75,13.26,D
TUR,37.15285,41.77684,353.46,0.42,0.61,2024-10-12,922,N21,VIIRS,n,2.0NRT,292.63,13.37,D
TUR,37.15409,41.78143,367.0,0.42,0.61,2024-10-12,922,N21,VIIRS,h,2.0NRT,294.8,13.37,D
TUR,37.15534,41.78603,367.0,0.42,0.61,2024-10-12,922,N21,VIIRS,h,2.0NRT,293.91,10.42,D
TUR,37.25641,40.21827,333.33,0.51,0.66,2024-10-12,922,N21,VIIRS,n,2.0NRT,297.89,4.52,D
TUR,37.35152,37.02679,330.34,0.74,0.76,2024-10-12,922,N21,VIIRS,n,2.0NRT,297.04,3.56,D
TUR,37.67782,42.71723,331.8,0.37,0.58,2024-10-12,922,N21,VIIRS,n,2.0NRT,282.42,3.93,D
TUR,37.7769,38.72582,343.9,0.59,0.7,2024-10-12,922,N21,VIIRS,n,2.0NRT,288.75,7.63,D
TUR,37.78057,38.72691,343.81,0.59,0.7,2024-10-12,922,N21,VIIRS,n,2.0NRT,289.71,12.34,D
TUR,37.92093,40.00128,334.89,0.5,0.66,2024-10-12,922,N21,VIIRS,n,2.0NRT,297.48,4.69,D
TUR,37.92365,40.00149,330.12,0.5,0.66,2024-10-12,922,N21,VIIRS,n,2.0NRT,296.74,5.19,D
TUR,37.9339,40.5913,367.0,0.47,0.64,2024-10-12,922,N21,VIIRS,h,2.0NRT,300.27,8.47,D
TUR,37.94266,40.44446,367.0,0.47,0.64,2024-10-12,922,N21,VIIRS,h,2.0NRT,298.13,25.3,D
TUR,37.94274,40.44577,367.0,0.47,0.64,2024-10-12,922,N21,VIIRS,h,2.0NRT,300.67,32.44,D
TUR,37.94415,40.44977,335.11,0.47,0.64,2024-10-12,922,N21,VIIRS,n,2.0NRT,297.01,14.02,D
TUR,37.96095,41.02649,340.02,0.44,0.62,2024-10-12,922,N21,VIIRS,n,2.0NRT,298.79,8.16,D
TUR,37.96232,41.03147,349.37,0.44,0.62,2024-10-12,922,N21,VIIRS,n,2.0NRT,296.42,8.16,D
TUR,37.98258,41.10482,335.23,0.44,0.62,2024-10-12,922,N21,VIIRS,n,2.0NRT,300.87,3.34,D
TUR,37.99923,40.44543,336.47,0.47,0.64,2024-10-12,922,N21,VIIRS,n,2.0NRT,295.15,12.86,D
TUR,38.02942,40.66194,333.8,0.46,0.63,2024-10-12,922,N21,VIIRS,n,2.0NRT,301.67,4.71,D
TUR,38.04664,40.19258,343.55,0.48,0.65,2024-10-12,922,N21,VIIRS,n,2.0NRT,293.51,6.28,D
TUR,38.05973,40.65943,330.62,0.46,0.63,2024-10-12,922,N21,VIIRS,n,2.0NRT,300.2,3.07,D
TUR,38.06107,40.66416,336.48,0.46,0.63,2024-10-12,922,N21,VIIRS,n,2.0NRT,299.28,3.07,D
TUR,38.13976,40.40947,341.92,0.47,0.64,2024-10-12,922,N21,VIIRS,n,2.0NRT,297.31,4.73,D
TUR,38.16071,40.93289,333.44,0.44,0.62,2024-10-12,922,N21,VIIRS,l,2.0NRT,305.58,5.84,D
TUR,38.17826,40.54644,340.38,0.46,0.64,2024-10-12,922,N21,VIIRS,n,2.0NRT,304.89,4.29,D
TUR,38.2214,39.7115,346.73,0.51,0.66,2024-10-12,922,N21,VIIRS,n,2.0NRT,298.04,8.41,D
TUR,38.23294,39.70656,331.1,0.51,0.66,2024-10-12,922,N21,VIIRS,n,2.0NRT,299.71,4.32,D
TUR,38.24585,40.49619,330.68,0.46,0.64,2024-10-12,922,N21,VIIRS,l,2.0NRT,303.75,2.8,D
TUR,38.53349,36.12186,331.19,0.76,0.77,2024-10-12,922,N21,VIIRS,n,2.0NRT,297.89,7.39,D
TUR,38.53353,36.12318,329.75,0.76,0.77,2024-10-12,922,N21,VIIRS,n,2.0NRT,298.59,5.42,D
TUR,39.09497,42.18189,331.78,0.36,0.57,2024-10-12,922,N21,VIIRS,n,2.0NRT,299.47,2.84,D
TUR,39.09598,42.18108,331.58,0.36,0.57,2024-10-12,922,N21,VIIRS,n,2.0NRT,298.42,2.73,D
TUR,39.43388,36.81457,328.49,0.66,0.73,2024-10-12,922,N21,VIIRS,n,2.0NRT,297.98,8.85,D
TUR,39.4353,36.81442,333.02,0.66,0.73,2024-10-12,922,N21,VIIRS,n,2.0NRT,298.17,11.5,D
TUR,39.43818,36.80539,334.38,0.66,0.73,2024-10-12,922,N21,VIIRS,n,2.0NRT,296.38,8.94,D
TUR,39.43956,36.80499,328.29,0.66,0.73,2024-10-12,922,N21,VIIRS,n,2.0NRT,296.0,3.05,D
TUR,39.70163,40.27536,328.63,0.43,0.62,2024-10-12,922,N21,VIIRS,n,2.0NRT,301.35,4.82,D
TUR,39.70442,40.27792,327.89,0.43,0.62,2024-10-12,922,N21,VIIRS,l,2.0NRT,298.53,2.46,D
TUR,39.92716,39.9911,334.66,0.44,0.62,2024-10-12,922,N21,VIIRS,n,2.0NRT,300.51,4.13,D
TUR,39.94486,43.97656,329.79,0.55,0.51,2024-10-12,922,N21,VIIRS,n,2.0NRT,295.69,3.07,D
TUR,39.97011,44.08033,338.88,0.54,0.51,2024-10-12,922,N21,VIIRS,n,2.0NRT,296.61,7.77,D
TUR,39.98866,41.80759,328.99,0.35,0.57,2024-10-12,922,N21,VIIRS,n,2.0NRT,300.39,2.18,D
TUR,40.01392,43.98198,330.41,0.55,0.51,2024-10-12,922,N21,VIIRS,n,2.0NRT,298.97,4.51,D
TUR,40.02473,44.34667,326.99,0.52,0.5,2024-10-12,922,N21,VIIRS,n,2.0NRT,294.51,3.08,D
